"museumid","sitename","vesselname","protected","origin","launchedy","periodc","vesseltype","purpose","propulsion","lengthm","beamm","tonnagebrt","physicaldescription","biography","wrecked","latitude","longitude","locationdescription","shipwreckingcause","shipwreckingy","depthm","toponym","locationtype","storyofshipwrecking","discoveryy","storyofdiscovery","objectsrecovered","text"
28,"S-12 Vene S klassi allveelaev","S-12 Vene S klassi allveelaev","yes","Venemaa","1937-1938","20. sajand","allveelaev","sojalaev",NA,NA,NA,NA,"S-klassi allveelaev.","1937-1938 - ehitamine 24.07.1941 - kuulumine Balti laevastiku koosseisu 1.-2.08.1943 - laevahukk","yes",59.7337635199589,24.5381925952123,"Naissaarest N pool","miinivali ?",1943,"84","Naissaar",NA,"Hukkus arvatavalt Saksa Nashorn miinivaljal II 1.-2. augustil 1943.a.",NA," Voimalik asukoht 59*44<U+00B4>N; 24*32,3<U+00B4>E sugavusel 84 meetrit.Mikko Simola info kohaselt asub koordinaatides 59*46,360<U+00B4>N; 24*33,990<U+00B4>E allveelaeva Trout(?)vrakk 60 m. sugavusel. Soome kolleegide (Mikko Simola) teadaolev allveelaev koordinaatides 59*46,36<U+00B4>N; 24*33,99<U+00B4>E. Vajab kontrollimist.","no","S-12 Vene S klassi allveelaev, ehit. 1937-1938, Balti laevastikus alates 24.07.1941, hukkus arvatavalt Saksa Nashorn miinivaljal II 1.-2. augustil 1943.a. Voimalik asukoht 59*44<U+00B4>N; 24*32,3<U+00B4>E sugavusel 84 meetrit.Mikko Simola info kohaselt asub koordinaatides 59*46,360<U+00B4>N; 24*33,990<U+00B4>E allveelaeva Trout(?)vrakk 60 m. sugavusel. Vajab kontrollimist. Voib olla S-12. (A Ivanov 2012, Simola 3014); Trout (?), Raj. II - , Soome kolleegide (Mikko Simola) teadaolev allveelaev koordinaatides 59*46,36<U+00B4>N; 24*33,99<U+00B4>E, Naissaarest N pool, sugavuses 60+ meetrit. Voimalik Vene S-12 (?). Vajab kontrollimist. (B Simola)"
4137,"M-103","M-103","yes","Venemaa",NA,"20. sajand","allveelaev","sojalaev",NA,"44.5","3.3",NA,"XII seeria allveelaev (Maljutka)","24.08.1941 - kadus teadmata sugis 1998 - avastamine suvi 1999 - sonariuuringud ja asukoha tapsustamine 12.07.2000 - sukeldumine vrakile, ulevaatus ja filmimine","yes",59.2259281582137,23.1003499046354,NA,NA,1941,NA,NA,NA,"Kadus teadmata 24. augustil 1941. a.","1998"," Leitud ""Open Spirit 98"" kaigus NATO miinihavitajate poolt 1998.a. sugisel. Vrakki uuriti Eesti Meremuuseumi uurimislaeva ""Mare"" sonariga ja tapsustati selle asukoht 1999.a. suvel. Vrakile tehti sukeldumine ""Mare"" pardalt 12.juulil 2000.a. (K.Peremees, A.Juris, A.Balcevics, S.Tsukovits, A.Barinov), tehti selle ulevaatus ja videofilmimine.","no","M-103 (Vene allveelaev), Raj. IV -  , XII seeria allveelaev (Maljutka). Pikkus 44,5 m, laius 3,3 m. Kadus teadmata 24.augustil 1941.a. Leitud ""Open Spirit 98"" kaigus NATO miinihavitajate poolt 1998.a. sugisel. Vrakki uuriti Eesti Meremuuseumi uurimislaeva ""Mare"" sonariga ja tapsustati selle asukoht 1999.a. suvel. Vrakile tehti sukeldumine ""Mare"" pardalt 12.juulil 2000.a. (K.Peremees, A.Juris, A.Balcevics, S.Tsukovits, A.Barinov), tehti selle ulevaatus ja videofilmimine. Vraki kerge korpus osaliselt lagunenud, Komandosilla duralumiiniumist kerege korpus havinud, suurtukk tekilt ara rebitud, periskoop terve, komandosilla luuk suletud, ahtris asuv avariiluuk avatud. Miiniplahvatuse jalgi ei avastatud. Suurtukilaskemoon tekil. Vrakil vorke vahe. (leitud, A163, A215, A223, A345 lk.189-192, sonari pilt, videofilm)"
2373,"Stsa-408","Stsa-408","yes","Venemaa",NA,"20. sajand","allveelaev","sojalaev",NA,NA,NA,NA,NA,"24.05.1943 - laevahukk","yes",59.8195412235444,26.1138610522038,NA,"pommirunnak",1943,NA,NA,NA,"Uputati Soome miiniveeskja “Riilahti” poolt sugavveepommidega 24.05.43.aastal.",NA,"Koordinaadid ligikaudsed, reaalsuses kontrollimata, vrakk seni leidmata.","no","Stsa-408, Raj. II -  , Vene allveelaeva vrakk ligilahedastes koordinaatides 59*49,1800<U+00B4>N; 26*06,8300<U+00B4>E Uputati Soome miiniveeskja “Riilahti” poolt sugavveepommidega 24.05.43.aastal. Leidmata, kontrollimata. (A Ojalo)"
4116,"Vims","Vims","no","Venemaa","1914","20. sajand","jaamurdja","voistlusjaht","aurulaev","34.7","7.7",NA,"Puksiirloogaga vrakk, vraki moodud L=36m, B=7,7m","1914 - ehitamine, Tallinn 07.09.1917 - laevahukk 08.07.1998 - vraki leidmine 09.07.1998 - sukeldumine vrakile ","yes",59.1272154879818,22.9867757125981,"Laine poi juures","miin",1917,NA,"Laine madal","madal","Hukkus miinil Laine poi juures 7.09.1917. a.","1998","Vraki identifitseeris 1998.a. Meremuuseum. Ules toodud jooginou (MM 4735 Aa?)","no","Vims (ex Aleksei Porfirjev), Raj. IV -  , aurik, jaamurdja, ehit. Tallinnas 1914.a., L=34,70 m  B=7,70 m, hukkus miinil Laine poi juures 07.09.1917.a. Vraki identifitseeris 1998.a. Meremuuseum. (merekaardil, A37 lk.261, A76, A81 lk.265-267, joonis 13 (hukukoht), A76, A166, skits, videofilm, A311 lk.99)."
4125,"West","West","yes","Venemaa","1939","20. sajand","hudrograafialaev",NA,"mootorlaev","56.8","9.3",NA,NA,"1939 - ehitamine 27.06.1941 - laevahukk 09.07.1998 - vraki avastamine 1998 - identifitseerimine","yes",59.1415565062959,23.0070153525112,"Laine madala lahistel","miin",1941,NA,"Laine madal","madal","Hukkus miinil Laine madala lahistel 27.06.1941","1998","Vraki identifitseris 1998. a. Meremuuseum. Vrakilt avastatud : portselan- voi fajanssanum embleemiga kaks risti ankrut, sirp ja vasar ning tahed PKKF (juures venekeelne lahtikirjutus ning 1920 aastad).","no","West, Raj. IV -   , Vene hudrograafialaev, ehit. 1939.a. veevaljasurve 860 t, L=56,8 m, B=9,3 m, mootorlaev, hukkus miinil Laine madala lahistel 27.06.1941.a. Vraki identifitseeris 1998.a. Meremuuseum. (merekaardil,  A1 lk.38,120, A7 lk.298, sonari pilt, foto, videofilm, A331 lk.99)"
2103,"Raa","Raa","no","Eesti","1918","20. sajand","kuunar",NA,"mootorpurjekas","32.27","8.67","226.97","Kolmemastiline kuunar","1918 - ehitamine, Koivisto, Soome mai 1938 voi 1939 - Haapsalust Loksale dokki, kus paigaldati mootor 08.08.1941 - arvatav laevahukuaeg 23.10.2000 - vraki vaatlemine kulgvaatesonari katsetuste kaigus","yes",59.5583512170377,24.738292621166,"Tallinna laht","pommirunnak",1941,"27","Tallinna laht","laht","Hukkus 8.08.1941.a.(?) Tallinna lahel pommitabamusest.",NA,NA,"no","Raa (ex Polaris),  Raj. II - , kolmemastiline kuunar (mootorpurjekas) ehit.1918 Koivistos, 226,97 BRT, L=32,27 m, B=8,67 m, (1938?)1939.a. maikuus laks Haapsalust Loksale dokki, kus laevale mootor sisse pandi. Hukkus 8.08.1941.a.(?) Tallinna lahel pommitabamusest. Koordinaadid 59*33,5251<U+00B4>N; 24*44,3060<U+00B4>E, sugavus 27 meetrit, suund 108*-288*,  (A73 lk.271, A127 lk.191, Lutt, B Raaperi, Kalberg, foto, sonari pilt, videofilm)"
2156,"Vabaohumuuseumi vrakk",NA,"no",NA,NA,NA,NA,NA,"purjelaev",NA,NA,NA,"Vaikese (kahemastilise?) purjelaeva vrakk","28.08.1941 - laevahukk 07.06.1993 -  avastamine 23.08.1996 - inspektsioon","yes",59.5269103727393,24.7914438313191,"Tallinna lahe E kalda all 5-6 m sugavusel","suurtukituli",1941,"5-6 ?","Tallinna laht","laht","Uputati Saksa tanki suurtukitulega 28.08.1941.a.",NA,"Identifitseerimata. Viimsi rannas Vabaohumuuseumi all leitud vrakijaanused. Sugavus ca 5-6 m. Ankrud, taglase osi, puitdetaile. Koik  vaga purustatud. Valter Valki jutu jargi seisnud kahemastiline vaike (mootor) purjekas 28. augustil 1941. a. hommikul kalda all ankrus. Tank olla tulistanud. Jargmisel hommikul olla laev olnud pohjas. Mastid paistnud veest valja. 1996. aastal: Otsisime purjeka jaanuseid. Leitud puust ankrupeli, ankur, 2 ketti ja vahesel maaral puidujaanuseid. Jaa ja tormid on vraki taiesti purustanud.","no","Vabaohumuuseumi vrakk, Raj. II - , vaikese (kahemastilise?) purjelaeva vrakk Tallinna lahe E kalda all 5-6 m sugavusel. Koordinaadid 59*31,6300<U+00B4>N; 24*47,4800<U+00B4>E Sailinud vaga vahe puitdetaile, ankruketid, ankur jms. Uputati Saksa tanki suurtukitulega 28.08.1941.a. Identifitseerimata. (B Valk)"
2189,"Uisko","Uisko","yes","Soome","1938","20. sajand","vahilaev","sojalaev","mootorlaev","40.4","7.1",NA,"Ehitatud Pohjamere kalatraaleriks, hiljem patrull-laev","1938 - ehitamine, Belgia 1939 - muuk Soome patrull-laevaks 16.09.1943 - laevahukk 08.05.2008 - avastamine 06.05.2009-08.05.2009 - vrakisukeldumine, identifitseerimine","yes",59.7879169440196,24.9476132602443,"Keri saarest 5,8 miili NW suunas","torpeedo",1943,NA,"Keri","avameri","Hukkus lennukitorpeedo tabamusest","2008","Leitud 2008. aasta 8. mail. Identifitseeritud 2009.a.vrakisukeldumise teel.","no","Uisko (ex Celtic), Raj. II - , Soome patrull-laev, ehit. Belgias 1938. aastal Pohjamere kalatraaleriks, muudi 1939. a. Soome patrull-laevaks, pikkus 40,4 meetrit, laius 7,1 meetrit, hukkus lennukitorpeedo tabamusest Soome lahel, Keri saarest 5,8 miili NW suunas 16. septembril 1943.aastal. Leitud 2008. aasta 8. mail. Identifitseeritud 2009.a.vrakisukeldumise teel. Vrakk kaheks tukiks, pealisehitus eraldi ja kereosa poolpusti, ulatudes 11,3 meetrit pohjast ulespoole. (foto, sonari pilt, Koivusaari, Simola, Peremees, Moisio, Matikka)"
NA,"U-144",NA,"no","Saksamaa","1940","20. sajand","allveelaev",NA,NA,"43,97","4,92",NA,"Saksa IID klassi allveelaev","1940 - ehitamine 10.08.1941 - laevahukk 07.05.2005 - vrakiteade arvatava U-144 kohta (A. Ossiptsuk) 2013 - arvatavalt vraki leidmine, mis osutus hiljem ""Akula"" vrakiks ","yes",59.0002559316488,23.0000861540755,"Hiiumaast NNW","torpeedo",1941,NA,"Hiiumaa","rannikulahedane","Torpedeeritud 10.augustil 1941. aastal Vene allveelaeva stsa-307 poolt.",NA,"Leidmata. Arvatavalt avastati 2013. aastal, kuid see vrakk osutus ""Akulaks"".","no","U-144 (Saksa IID klassi allveelaev), uputatud 10.augustil 1941. aastal Vene allveelaeva stsa-307 poolt Hiiumaast N pool, koordinaatides ligikaudu 59* N; 23* E. Laeva pikkus 43,97 ning laius 4,92 meetrit, meeskond 22-24 meest. 2013. aastal leidis Jakob Prei Vinkovi madala lahistelt, koordinaatidest 59*08,5015<U+00B4>N; 22*11,6630<U+00B4>E tundmatu uppunud allveelaeva, mille mootmed uhtivad Saksa IID allveelaevaga. On alust oletada, et leitud on U-144 vrakk. VTA teavitas meremuuseumi nimetu laeva leiust numbriga 209, 17.06.2014. aastal. Hilisemad sukeldumised vrakile andsid ullatava tulemuse. Leiti, et tegemist on 1915. aastal teadmata pohjustel ja tundmatus kohas hukkunud Vene Akula klassi allveelaevaga. Ajutise kaitse alla voetud 30.06.2014.a. (A430 B Valing,Treffner,Roio,Urm, sonari pilt) Vt.ka Akula.; U-144 (Saksa allveelaev, proj. II D), Raj. IV-   ,  ehit. 1940.a., veevaljasurve 314/364 t, torpedeeriti Vene allveelaeva ?t?a-307 poolt Hiiumaast N-NW 9-10.08.1941.a. Komandor Gert von Mittelstadt. Leidmata. (A1 lk.65,124  A69 lk.153, A207)"
535,"Slava","Slava","no","Venemaa","1903","20. sajand","soomuslaev","sojalaev","aurulaev","121.31","23.2",NA,NA,"1903 - ehitamine 1905 - rivis 17.10.1917 - uputamine 09.06.1980 - vraki leidmine kajaloodiga","lammutatud",58.6779457584046,23.3649027576454,"Muhu vain","uputamine",1917,NA,"Vainameri","saarelahedane","Uputati venelaste endi poolt Muhu vainas 17.10.1917.a. Hiljem lammutati.",NA,"Laevalt parineb vaskne kunstivaartuslik bareljeef tanuks Messina maavarina ajal itaallastele osutatud abi eest.","yes","Slava, Raj. V -   , Vene soomuslaev, ehit. 1903.a., rivis 1905.a., veevaljasurve 13516 - 14.400 t. L=121,31 m, B=23,2 m. Uputati venelaste endi poolt Muhu vainas 17.10.1917.a. Hiljem lammutati. Laevalt parineb vaskne kunstivaartuslik bareljeef tanuks Messina maavarina ajal itaallastele osutatud abi eest. (merekaardil, A6 lk.391, A16 lk.109,313, A82 lk.2,58, A87, A345 lk.213-217, foto)"
325,"Vohi","Vohi","no",NA,"1889","19. sajand","aurik","kaubalaev","aurulaev","55.31","8.26","516.47","Uhetekiline kaubalaev","1889 - ehitamine, Gavle, Rootsi 22.09.1941 - laevahukk 13.07.1985 - vraki uurimine (?) ","yes",59.2307013070022,23.614352503929,"Nova rand","tulistamine",1941,NA,"Nova","rannikulahedane","Triivis venelaste poolt Osmussaare sadamas labitulistatuna ja mahajaetuna Nova randa 22.09.1941.a.",NA,NA,"no","Vohi (ex Beta, Rigel), Raj. III -   , aurik, 1-e tekiline kaubalaev, ehit. 1889 Gavles, 516,47 BRT, L=55,31 m, B=8,26 m, triivis venelaste poolt Osmussaare sadamas labitulistatuna ja mahajaetuna Nova randa 22.09.1941.a. Vrakk tanapaevaks kokku vajunud. (A2 lk.61,189, A4 lk.39, A76, fotod, A311 lk.94)"
6109,"Marta","Marta","no","Sotimaa","1900","20. sajand","aurik","kaubalaev","aurulaev","76.14","11.8","1414.04","Uheteklikine kaubalaev","1900 - ehitamine, Aberdeen, Sotimaa 26.06.1941 - laevahukk","yes",58.6707417925437,22.3751014327198,"Soela vaina lahistel","ohurunnak",1941,NA,"Soela vain","vain","Uputati lennurunnaku kaigus Soela vaina lahistel 26.06.1941.a.",NA,NA,"no","Marta (ex Gilcomston, Fritiof, Friof), Raj. VI -  , aurik, 1-e tekiline kaubalaev, ehit. 1900 Aberdeen`s,  1414,04 BRT, L=76,14 m  B=11,8 m. Uputati lennurunnaku kaigus Soela vaina lahistel 26.06.1941.a. Koordinaadid 58*40,600<U+00B4>N; 22*22,650<U+00B4>E (A1 lk.43,120, A4 lk.28, foto, B Pedari)"
4148,"Magdeburg","Magdeburg","no","Saksamaa","1911","20. sajand","ristleja","sojalaev","aurulaev","136","13.3",NA,NA,"1911- ehitamine 20.08.1914 - laevahukk 12.-13.07.1985 - vraki otsimine (tulemusteta) 2003 - avastamine","yes",59.3055881249614,23.3561825101352,"Osmussaare rannik",NA,1914,NA,"Osmussaar","saarelahedane","Hukkus Osmussaare rannikul 20.08.1914.a. Hukkus 15 meest. Lammutati hiljem vanarauaks.","2003","Jaanused leidis soomlaste uurimisuhm “Team Mare Balticum 2003.a. Ristleja masina silt Meremuuseumi fondis.","yes","Magdeburg, Raj. IV -  , Saksa ristleja, veevaljasurve 4550 t, ehit. 1911.a. L=136 m, B=13,3 m. Hukkus Osmussaare rannikul 20.08.1914.a. koordinaatides 59*18,3380<U+00B4>N; 23*21,3640<U+00B4>E. Hukkus 15 meest. Lammutati hiljem vanarauaks. Jaanused leidis soomlaste uurimisuhm “Team Mare Balticum 2003.a. Ristleja masina silt Meremuuseumi fondis. (A6 lk.363, A16 lk.7-12, A87, foto, A314 lk.24, A348)"
455,"Aid",NA,"yes","Inglismaa",NA,"19. sajand","prikk","kaubalaev","purjelaev","31.5","7.8",NA,"Prikk, kaubalaev kahe trummiluugiga Avastamisjargne kirjeldus: Purjelaeva vrakk, pikkus umbes 35 m, laius 7 m. Lebab kiilul, voor osaliselt mutta vajunud, ahter korgel. maste peal ei ole. Tekk suuremas osas purustatud. Reeling purustatud. Reelingutitsid seisavad koik pusti. Roolimaja purustatud. Trummides kivisusi. Vooris mehaaniline, koppadega ankrupeli. Labi ankrukluuside jooksevad kontraforssiega ankruketid. Ahtris, teki all, roolimaja sisustuse ja eluruumide sisustuse jaanused. Laev on kohati kaetud vraki otsa puruks tommatud kalatraalide jaanustega. // Tapselt poi juures registreeris kajalood pohjas asuva vraki olemasolu. See ei olnud kala! Sugavus 35 m. // See oli purjelaeva vrakk!// Laev lebas pustiasendis otse kiilul, vaga vahe pohjavajunult. Parda korgus 5 m ringis. Ahter korgemal, voor natuke rohkem pohja tunginud. Voori ees kerkilval kunkal lebas murdunud kliiverpoom. Vasakus pardas laeva korval lebas murdunud mast. Dekk usna lagunenud. Reeling purustatud. Pusti seisid ainult koik reelingutitsid. Ankrupeli mehaaniline. Labi kluuside jooksid alla kontraforssidega ankruketid, mille otsas rippusid suured admiraliteediankrud. Mehaanilise ankrupeli olmasolek toendab, et laevas pidi olema nn. ""donkey""-katel, mida ei pandud mitte vaikestele laevadele. Ahtripeegel purustatud, koos ahtrisasuva pealisheitusega. Ahter kaetud paljude vraki otsa tommatud kalatraalide jaanustega: vorgulinaga, raskustega, penoplastidega ja traaliselistega. Traalide jaanuseid oli ka vooris. Rool oli keeratud paremasse poordi. Viisime laevale taiendava otsa, mille kinnitasin ahtris asuva purustatud rooliratta rummu kulge. Trummis laadung kivisutt. ","1864 - laevahukk, Hiiu madal 12.07.1979 - avastamine (kajaloodi, traali ja sukeldumise abil) 29.06.1979-20.07.1979 - Merearheoloogia ekspeditsioon Hiiumaa rannavetes. Vraki uurimine ja esemete ulestoomine, laeva pikkuse mootmine koie abil (sukelduja- ja rasketuukrivarustuses). Tood toimusid 12.07,13.07,15.07 03.07.1981 - Allveearheoloogia ekspeditsioon 1981 - tuukritood vrakil. 07.07.1981-08.07.1981 - Allveearheoloogia ekspeditsioon 1981 - vrakiuuringud ejektorpumba abil. Tuukritood, fotograafia, filmimine 01.07.1999 - vraki taasleidmine sonariga, sukeldumine vrakile 06.08.2015 - sonarisalvestused","yes",59.0982595172668,22.3118021580573,"Hiiu madal","madalalesoit",1864,"32","Hiiu madal","madal","Hukkus reisil Sunderlandist Kroonlinna 1864.a. Hiiu madalal.","1979","Vrakk leitud meremuuseumi II allveeekspeditsiooni kaigus 1979.aastal. Identifitseerimata. 2015.a. 6. augustil tegi Mare vraki juures taiendavaid sonarisalvestusi ja sai vaga haid kujutisi.","yes","Aid (nimi problemaatiline), Raj. IV -  , Inglise prikk, kaubalaev, kahe trummiluugiga, L=31,5 m  B=7,8 m, hukkus reisil Sunderlandist Kroonlinna 1864.a. Hiiu madalal. Soelaadung. Vrakk leitud meremuuseumi II allveeekspeditsiooni kaigus 1979.aastal 32 m sugavuselt koordinaatides 59*05,859<U+00B4>N; 22*18,701<U+00B4>E. Identifitseerimata. 2015.a. 6. augustil tegi Mare vraki juures taiendavaid sonarisalvestusi ja sai vaga haid kujutisi.(B Pao, 1979 ja 1981.a. esemed, kajaloodi pilt, sonari kujutised, A418)"
494,"Liisa","Liisa","yes",NA,"1902","20. sajand","aurik","kaubalaev","aurulaev","59.44","9.19","782.07","Uhetekliline kaubalaev","1902 - ehitamine, Stavanger, Norra 23.06.1941 - laevahukk 13.06.1993 - avastamine","yes",59.2178601961448,22.770189436009,"Apollo madala lahistel","torpeedo",1941,NA,"Apollo madal","madal","Uputati Saksa torpeedopaadi poolt Apollo madala lahistel 23.06.1941.a. (",NA,NA,"no","Liisa (ex Garibaldi), Raj. IV -   , aurik, 1-e tekiline kaubalaev, ehit. 1902 Stavangeris, 782,07 BRT, L=59,44 m, B=9,19 m. Uputati Saksa torpeedopaadi poolt Apollo madala lahistel 23.06.1941.a. ( leitud, A1 lk.35,119, A4 lk.27, B Toonela, sonari pilt, fotod)"
3137,"Bungsberg","Bungsberg","yes","Saksamaa","1924","20. sajand","aurik","kaubalaev","aurulaev","76.4","11.7","1504",NA,"1924 - ehitamine, Kiel, Saksamaa 24.03.1943 - laevahukk 22.05.1996 - vraki vaatlus kulgvaatesonariga","yes",59.5085080499233,24.5509017662739,NA,"miin",1943,NA,"Suurupi vain","vain","Hukkus miinil Suurupi vainas 24.03.1943",NA,NA,"no","Bungsberg (ex Eva) Raj. III -   , Saksa aurik, ehit. 1924 Kielis, 1504 BRT, L=76,4 m, B=11,7 m, hukkus miinil Suurupi vainas 24.03.1943. (leitud, merekaardil,  B Ojase, A92 lk.345, foto, sonari pilt)"
232,"Jaen Tear","Jaen Tear","yes","Eesti","1926","20. sajand","barkantiin",NA,"mootorpurjekas","39.71","9.72","371.27","Kolmemastiline barkantiin. Laeva ahtris terve rooliratas ja rooliulekanne. Ahtris teki all laevakook.","1926 - ehitamine, Papisaare, Saaremaa 25.12.1945 - laevahukk 22.05.1996 - katse salvestada vrakki kulgvaatesonariga 22.08.1996 - sukeldumine vrakile 26.08.1996 - sukeldumine vrakile, katse tosta laevakella, esemete tostmine 31.08.1996 - sukeldumine vrakile, esemete tostmine","yes",59.5029256518065,24.6215910474379,"Paljassaare lahistel","jaa",1945,NA,"Paljassaare","rannikulahedane","Hukkus jaas Paljassaare lahistel 25.12.1945.",NA,NA,"yes","Jaen Tear, Raj. II - , 3-e mastiline barkantiin, ehit. 1926 Papisaares, 371,27 BRT, L=39,71 m, B=9,72 m. Hukkus jaas Paljassaare lahistel 25.12.1945. (leitud, merekaardil, B Rajasalu, A140, A345 lk.41-43. foto)"
4100,"Hiiumadal","Hiiumadal","no","Eesti","1904","20. sajand","tulelaev","tehniline laev","aurulaev","40.37","7.22","409.28","Uhetekliline ujuvmajakas","1904 - ehitamine, Tallinn 23.06.1941 - laevahukk 06.07.1981 - vrakiotsingud traaliga 28.06.1993 - sukeldumine voimalikule Hiiumadala vrakile 27.07.1994 - avastamine 28.07.1994 - katse tosta laevakella 17.08.1995 - katse sukelduda vrakile 23.07.1996 - sukeldumine vrakile","yes",59.2342077079642,22.8372792316447,"Apollo madalal","torpeedo",1941,NA,"Apollo madal","madal","Uputati Saksa torpeedopaadi S-44 (?) poolt Apollo madalal 23.06.1941.a.",NA,"Leitud Meremuuseumi ja rootslaste (m/l Altair)","yes","Hiiumadal (ex Nekmangrund, Saritsev, Vultsur), Raj. IV -  , aurik, 1-e tekiline ujuvmajakas, ehit. 1904 Tallinnas, 409,28 BRT, L=40,37 m, B=7,22 m. Uputati Saksa torpeedopaadi S-44 (?) poolt Apollo madalal 23.06.1941.a. Leitud Meremuuseumi ja rootslaste (m/l Altair) koostoos A64 lk.37, foto MMF 1559/4, sonari pilt, ehitusjoonis)"
2248,"Kihelkonna","Kihelkonna","yes","Eesti","1928","20. sajand","kaljas","kaubalaev","mootorpurjekas","25.4","7.94","120.4","Voori terav ja ahtri tomp kuju eraldatavad. Parda korgus ca 2 m. Vrakiosa pikkus umbes 20 m.","1928 - ehitamine, Papisaare, Saaremaa 1942 voi 1943 - polemine ja laevahukk, Rammu saar 28.06.1996 - avastamine(?) 04.07.1996 - vraki inspekteerimine 15.07.1997 - vraki filmimine 26.07.1998 - sukeldumine vrakile 30.08-31.08.1999 - mootori pinnaletostmine 1999 - mootorvintsi tostmine ja transport Meremuuseumisse","yes",59.5638473873976,25.217517740118,"Rammu saare lahistel","tulekahju",1942,"13","Rammu","saarelahedane","Suttis (suudati?)polema ja uppus Rammu saare juures 1942/43 aastal.","1996(?)","Laeva mootorvints tosteti ules ja toodi Meremuuseumi 1999.a. Tostetud on ka 10 tellist ja laeva mootor.","yes","Kihelkonna, Raj. II - , kaljas (mootorpurjekas), ehit. 1928 Papisaares, 120,40 BRT, L=25,40 m, B=7,94 m. Suttis (suudati?)polema ja uppus Rammu saare juures 1942/43 aastal. Laeva mootorvints tosteti ules ja toodi Meremuuseumi 1999.a.(leitud, B Aksberg, video)"
2260,"Vironia","Vironia","no","Eesti","1906","20. sajand","aurik","reisi-kaubalaev","aurulaev","83.21","11.63","2026.06","Kahetekiline reisi-kaubalaev","1906 - ehitamine, Kopenhaagen, Taani 28.08.1941 - laevahukk, Juminda miinivali 2006-2007 - avastamine vrakiotsingute kaigus 23.08.2008 - vraki identifitseerimine (?) 2009 - identifitseerimine","yes",59.7571861050901,25.2792542165729,"Keri saarest NE pool","miinivali",1941,NA,"Juminda miinivali","miinivali","Uppus miinil Keri saarest NE pool 28.08.1941.a. Koos laevaga hukkus 2559 inimest.","2006","2006/2007 aasta vrakiotsingu kaigus Juminda miinivaljal leiti vrakk tahisega Ju-9, mis vastas Vironia mootudele. Identifitseeritud 2009.a.","no","Vironia (ex Kong Haakon), Raj. II - , aurik, 2-e tekiline reisi-kaubalaev, ehit.1906 Kopenhaagenis, 2026,06 BRT, L=83,21 m, B=11,63 m. Uppus miinil Keri saarest NE pool 28.08.1941.a. 2006/2007 aasta vrakiotsingu kaigus Juminda miinivaljal leiti vrakk tahisega Ju-9, mis vastas Vironia mootudele. Identifitseeritud 2009.a. Koordinaadid 59*45,416<U+00B4>N; 25*16,750<U+00B4>E. Koos laevaga hukkus 2559 inimest. (A1 lk.102,127, A4 lk.32, A39(?), A76, A324, foto)"
